userid,placeid,datetime
126563,43639,2010-08-05T03:34:02Z
126563,43639,2010-08-04T03:29:55Z
126563,1386578,2010-08-04T02:33:09Z
126563,13455,2010-07-29T01:04:58Z
126563,43639,2010-07-25T03:05:44Z
126563,1400997,2010-07-25T01:24:26Z
126563,13455,2010-07-19T01:52:25Z
126563,806223,2010-07-18T18:32:28Z
126563,386375,2010-07-18T01:45:27Z
126563,1400997,2010-07-18T01:23:30Z
126563,1422170,2010-07-17T04:29:38Z
126563,966522,2010-07-16T05:17:12Z
126563,331446,2010-07-16T04:54:44Z
126563,225181,2010-07-15T22:06:53Z
126563,23275,2010-07-15T00:33:54Z
126563,1223869,2010-07-14T13:11:21Z
126563,23275,2010-07-14T13:10:59Z
126563,849131,2010-07-11T04:45:27Z
126563,1422170,2010-07-11T03:27:40Z
126563,764061,2010-07-10T22:55:51Z
126563,654906,2010-07-10T01:43:50Z
126563,37937,2010-07-10T01:14:58Z
126563,966522,2010-07-09T05:36:16Z
126563,331446,2010-07-09T04:27:40Z
126563,296369,2010-07-08T05:41:44Z
126563,43639,2010-07-08T05:40:43Z
126563,1400997,2010-07-07T14:20:45Z
126563,9952,2010-07-07T00:06:32Z
126563,43639,2010-06-30T04:06:58Z
126563,43639,2010-06-26T18:40:43Z
126563,548943,2010-06-26T02:33:14Z
126563,966522,2010-06-25T05:23:28Z
126563,13455,2010-06-21T00:31:10Z
126563,13455,2010-06-20T00:12:12Z
126563,43639,2010-06-19T19:03:24Z
126563,43639,2010-06-17T00:49:51Z
126563,43639,2010-06-17T00:49:10Z
126563,12430,2010-06-11T20:36:41Z
126563,225181,2010-06-07T19:04:34Z
126563,1217701,2010-06-05T20:30:42Z
126563,331446,2010-05-16T05:43:50Z
126563,43639,2010-05-09T03:20:13Z
126563,43639,2010-05-09T03:18:58Z
126563,331446,2010-05-06T02:58:51Z
126563,96121,2010-05-01T01:30:40Z
126563,254456,2010-04-29T20:10:31Z
126563,1034506,2010-04-29T20:10:13Z
126563,326289,2010-04-27T05:16:50Z
126563,442587,2010-04-22T02:00:17Z
126563,928735,2010-04-19T02:50:03Z
126563,907773,2010-04-17T03:41:30Z
126563,794743,2010-04-14T21:57:39Z
126563,332016,2010-04-14T03:12:04Z
126563,916952,2010-04-10T22:47:17Z
126563,712412,2010-03-25T21:30:05Z
126563,225181,2010-03-20T05:47:41Z
126563,296369,2010-03-20T05:30:03Z
126563,225181,2010-03-18T03:14:22Z
126563,144390,2010-03-01T01:31:06Z
126563,296369,2010-02-27T21:21:02Z
126563,43639,2010-02-27T18:11:33Z
126563,451883,2010-02-27T15:51:18Z
126563,140282,2010-02-26T06:32:28Z
126563,225181,2010-02-26T05:28:23Z
126563,225181,2010-02-25T07:00:01Z
126563,41113,2010-02-25T06:29:56Z
126563,43639,2010-02-25T04:17:46Z
3848,23275,2010-05-01T00:28:20Z
320360,243258,2011-04-08T00:38:58Z
320360,1322510,2011-04-02T16:02:19Z
320360,1322510,2011-03-11T18:07:49Z
320360,589371,2011-02-20T18:54:36Z
320360,243258,2011-02-19T18:57:21Z
320360,33380,2011-02-18T14:47:42Z
320360,243258,2011-02-18T01:42:04Z
320360,109469,2011-02-17T14:33:21Z
320360,109469,2011-02-16T14:03:58Z
320360,109469,2011-02-15T14:33:45Z
320360,186920,2011-02-14T15:06:08Z
320360,109469,2011-02-14T14:33:38Z
320360,1080399,2011-02-13T19:54:46Z
320360,80192,2011-02-13T01:34:11Z
320360,243258,2011-02-11T01:51:50Z
320360,186920,2011-02-08T15:29:43Z
320360,109469,2011-02-07T14:42:45Z
320360,62265,2011-02-05T21:34:03Z
320360,243258,2011-02-04T01:50:06Z
320360,443875,2011-02-03T19:49:52Z
320360,443875,2011-01-30T21:32:32Z
320360,186920,2011-01-28T15:01:44Z
320360,243258,2011-01-28T01:13:07Z
320360,186920,2011-01-27T15:49:21Z
320360,25412,2011-01-24T17:03:04Z
320360,243258,2011-01-23T01:24:04Z
320360,784232,2011-01-22T20:20:12Z
320360,439025,2011-01-22T02:43:24Z
320360,243258,2011-01-15T19:19:53Z
320360,243258,2011-01-11T00:21:51Z
320360,602628,2011-01-07T20:30:04Z
320360,1322510,2011-01-07T14:11:17Z
320360,243258,2011-01-02T02:12:27Z
320360,101527,2011-01-01T21:27:32Z
320360,147786,2010-12-27T19:03:14Z
320360,186920,2010-12-27T15:12:56Z
320360,23275,2010-12-27T05:06:06Z
320360,443875,2010-12-23T19:43:25Z
320360,102604,2010-12-22T01:44:52Z
320360,1322510,2010-12-21T00:18:53Z
320360,186920,2010-12-20T18:30:31Z
320360,602628,2010-12-16T19:44:27Z
320360,1322510,2010-12-13T23:55:58Z
320360,243258,2010-12-10T01:58:06Z
320360,1322510,2010-12-08T23:47:14Z
320360,1322510,2010-12-07T02:34:47Z
320360,43456,2010-12-04T19:27:42Z
320360,109469,2010-12-03T14:27:25Z
320360,243258,2010-12-03T01:19:12Z
320360,1322510,2010-12-03T00:01:09Z
320360,109469,2010-11-29T14:30:14Z
320360,109469,2010-11-24T22:03:10Z
320360,109469,2010-11-23T14:30:45Z
320360,109469,2010-11-19T14:33:06Z
320360,243258,2010-11-19T00:06:39Z
320360,62265,2010-11-13T17:45:53Z
320360,109469,2010-11-12T14:28:34Z
320360,186920,2010-11-11T20:54:20Z
320360,186920,2010-11-08T17:36:18Z
320360,109469,2010-11-08T14:32:32Z
320360,120125,2010-11-06T19:25:26Z
320360,243258,2010-11-05T01:50:03Z
320360,186920,2010-11-03T14:02:43Z
320360,109469,2010-11-03T13:34:35Z
320360,1322510,2010-11-02T23:39:01Z
320360,186920,2010-11-02T14:04:12Z
320360,186920,2010-11-01T15:37:49Z
320360,109469,2010-11-01T13:31:22Z
320360,243258,2010-10-30T19:45:13Z
320360,663072,2010-10-30T15:06:48Z
320360,186920,2010-10-29T19:39:56Z
320360,794507,2010-10-29T19:18:30Z
320360,692157,2010-10-29T15:14:22Z
320360,463411,2010-10-29T15:11:20Z
320360,109469,2010-10-29T13:30:11Z
320360,1322510,2010-10-29T13:01:18Z
320360,243258,2010-10-29T00:33:13Z
320360,33380,2010-10-28T18:24:27Z
320360,109469,2010-10-28T13:39:39Z
320360,33380,2010-10-27T22:11:26Z
320360,186920,2010-10-27T14:05:45Z
320360,243258,2010-10-23T20:04:26Z
320360,243258,2010-10-15T01:25:49Z
320360,33380,2010-10-04T13:54:34Z
320360,109469,2010-10-04T13:20:11Z
320360,33380,2010-09-23T22:10:25Z
320360,784232,2010-09-18T19:57:30Z
320360,320356,2010-09-06T21:13:05Z
320360,243258,2010-09-04T16:18:35Z
320360,748854,2010-09-04T00:50:03Z
320360,221465,2010-08-28T01:49:30Z
320360,62265,2010-08-22T20:29:18Z
320360,36770,2010-08-21T00:43:04Z
320360,443875,2010-08-14T20:17:52Z
320360,847835,2010-08-13T01:01:14Z
320360,1489031,2010-08-08T20:31:20Z
320360,443875,2010-08-07T22:22:50Z
320360,243258,2010-07-30T00:59:41Z
320360,1322510,2010-07-06T17:42:52Z
320360,12430,2010-07-02T19:43:14Z
320360,38631,2010-07-02T18:09:19Z
320360,243258,2010-07-01T23:43:51Z
320360,38631,2010-07-01T23:03:19Z
320360,553771,2010-06-27T19:41:41Z
320360,1322510,2010-06-25T18:03:11Z
320360,1322510,2010-06-23T00:30:12Z
320360,915310,2010-06-22T19:02:54Z
320360,1322510,2010-06-22T17:35:22Z
74694,155638,2011-05-27T20:57:04Z
74694,434639,2010-09-05T22:08:32Z
74694,12430,2010-09-05T17:33:57Z
74694,516711,2010-09-05T15:44:20Z
74694,1431326,2010-09-05T02:50:41Z
74694,161689,2010-09-05T01:20:15Z
74694,42865,2010-09-04T20:39:01Z
74694,10987,2010-09-04T16:12:15Z
208480,24699,2010-06-09T03:21:11Z
208480,459541,2010-06-08T02:44:21Z
208480,247116,2010-06-08T02:43:54Z
208480,96121,2010-05-06T07:57:59Z
208480,96121,2010-05-05T01:00:51Z
208480,28573,2010-05-04T23:44:10Z
208480,96121,2010-05-04T11:33:39Z
208480,13258,2010-04-28T03:45:46Z
7902,9948,2010-10-24T19:49:20Z
7902,10616,2010-10-24T15:19:12Z
354183,1469384,2010-12-17T15:27:20Z
354183,1469384,2010-07-19T22:54:03Z
354183,243236,2010-07-19T12:40:09Z
354183,243236,2010-07-16T18:27:29Z
354183,72026,2010-07-16T18:26:26Z
22482,499298,2010-05-19T21:04:07Z
22482,14764,2010-02-19T04:39:21Z
3716,1264727,2010-06-12T13:33:01Z
3716,600576,2010-06-09T02:23:22Z
3716,23275,2009-11-04T23:12:40Z
3716,77913,2009-11-04T15:23:03Z
16833,43875,2010-05-07T14:23:42Z
248710,765820,2011-05-15T01:25:32Z
248710,221478,2011-05-14T22:36:51Z
248710,3020551,2011-05-14T19:47:44Z
248710,55132,2010-05-13T00:27:00Z
248710,1104587,2010-05-12T22:57:11Z
134335,13248,2010-06-09T20:00:39Z
134335,538379,2010-06-09T19:23:00Z
134335,490542,2010-06-08T16:58:31Z
134335,602435,2010-06-08T03:33:00Z
134335,9905,2010-06-07T21:49:19Z
134335,359018,2010-06-07T20:13:16Z
134335,25795,2010-06-07T19:48:24Z
134335,405440,2010-06-06T23:01:55Z
134335,302324,2010-06-05T16:08:03Z
134335,243236,2010-06-04T20:16:10Z
134335,437664,2010-06-04T18:17:20Z
134335,334420,2010-06-02T18:04:41Z
134335,1183880,2010-05-31T14:28:27Z
108215,1174695,2010-07-19T18:37:29Z
108215,1450149,2010-07-16T21:46:44Z
3501,9943,2011-03-13T20:23:03Z
3501,125270,2011-03-12T04:05:44Z
3501,914346,2011-03-12T00:07:03Z
3501,668595,2011-03-12T00:06:47Z
3501,744797,2011-03-12T00:06:17Z
3501,1266188,2011-03-12T00:06:06Z
3501,1240530,2011-03-12T00:05:09Z
3501,545570,2011-03-12T00:04:53Z
3501,12430,2011-03-12T00:03:51Z
3501,65269,2011-03-12T00:02:56Z
3501,25860,2011-03-12T00:01:59Z
3501,296414,2011-03-11T23:04:59Z
3501,296365,2011-03-11T23:03:46Z
3501,542627,2011-03-11T23:03:11Z
3501,720904,2011-03-11T23:02:52Z
3501,468473,2011-03-11T23:00:36Z
3501,590423,2011-03-11T19:58:17Z
3501,138765,2011-03-10T17:29:24Z
3501,9948,2011-03-10T17:29:07Z
3501,9943,2011-03-10T17:28:51Z
3501,9996,2011-03-10T17:28:29Z
3501,3555806,2011-03-10T17:27:49Z
3501,9207,2011-03-10T17:27:22Z
3501,9907,2011-03-10T17:25:54Z
3501,13582,2011-03-10T17:25:05Z
3501,12233,2011-03-10T17:24:03Z
3501,27691,2011-03-10T17:23:15Z
3501,1243083,2011-03-10T17:22:50Z
3501,573399,2011-03-10T17:21:56Z
3501,9883,2011-03-10T17:19:00Z
3501,11793,2011-03-10T17:18:08Z
3501,9816,2011-03-10T17:17:56Z
3501,28788,2011-03-10T17:17:29Z
3501,37937,2011-03-10T17:17:03Z
3501,378785,2011-03-10T17:16:52Z
3501,2584258,2011-03-10T17:16:37Z
3501,7031284,2011-03-10T17:15:21Z
3501,516411,2011-03-10T17:14:58Z
3501,102604,2011-03-10T03:05:19Z
3501,27691,2011-03-09T22:19:37Z
3501,6658836,2011-03-09T20:38:22Z
3501,291218,2011-03-09T03:15:36Z
3501,11601,2011-03-07T23:03:08Z
3501,870719,2011-03-07T23:02:30Z
3501,463770,2011-03-07T23:02:16Z
3501,5719474,2011-03-07T23:01:48Z
3501,457491,2011-03-07T23:01:27Z
3501,369226,2011-03-07T23:01:13Z
3501,54497,2011-03-07T23:00:58Z
3501,9943,2011-03-07T20:20:33Z
3501,11793,2011-03-07T19:09:01Z
3501,840676,2011-03-07T18:55:55Z
3501,9883,2011-03-06T18:37:37Z
3501,53963,2011-03-06T00:19:05Z
3501,914541,2011-03-05T23:23:19Z
3501,12233,2011-03-05T23:22:43Z
3501,138765,2011-03-05T23:22:28Z
3501,13582,2011-03-05T23:22:16Z
3501,9948,2011-03-05T23:21:58Z
3501,27691,2011-03-05T23:21:32Z
3501,9943,2011-03-05T23:21:02Z
3501,9996,2011-03-05T23:20:44Z
3501,3555806,2011-03-05T23:20:16Z
3501,9207,2011-03-05T23:19:40Z
3501,9907,2011-03-05T23:19:19Z
3501,9883,2011-03-05T23:18:38Z
3501,11793,2011-03-05T23:18:21Z
3501,9816,2011-03-05T23:17:38Z
3501,28788,2011-03-05T23:17:00Z
3501,516411,2011-03-05T23:16:40Z
2732,38615,2010-12-28T21:07:30Z
9298,7056390,2011-03-21T00:15:31Z
9298,7056390,2011-03-20T17:33:41Z
9298,7056390,2011-03-13T18:49:11Z
9298,1162516,2010-09-15T23:11:26Z
9298,1402255,2010-09-15T23:09:49Z
9298,74740,2010-09-15T23:09:26Z
9298,205921,2010-09-15T23:09:16Z
9298,132466,2010-09-15T23:09:04Z
9298,1186296,2010-09-15T23:08:51Z
9298,1449962,2010-09-15T23:08:40Z
9298,861173,2010-09-15T23:08:28Z
9298,1132814,2010-09-15T23:08:12Z
9298,1223869,2010-09-15T23:07:46Z
9298,732511,2010-09-15T21:03:32Z
9298,1200090,2010-09-15T21:03:25Z
9298,3370514,2010-09-15T21:03:17Z
9298,448537,2010-09-15T21:03:09Z
9298,23275,2010-09-15T21:03:03Z
9298,179394,2010-09-15T20:50:20Z
9298,23275,2010-09-15T20:45:54Z
9298,386107,2010-09-15T20:45:22Z
9298,2054380,2010-09-15T20:43:14Z
9298,969964,2010-09-15T20:42:15Z
9298,60012,2010-09-15T20:40:52Z
9298,556629,2010-09-15T20:29:39Z
9298,1169659,2010-09-15T20:29:31Z
9298,3583636,2010-09-15T20:29:26Z
9298,188018,2010-09-15T20:29:18Z
9298,1175107,2010-09-15T20:29:13Z
9298,1175085,2010-09-15T20:29:06Z
9298,697436,2010-09-15T20:25:33Z
9298,758241,2010-09-15T20:25:21Z
9298,506952,2010-09-15T20:24:54Z
9298,1056513,2010-09-15T20:24:46Z
9298,1056493,2010-09-15T20:24:39Z
9298,445392,2010-09-15T20:24:19Z
9298,431519,2010-09-15T20:23:50Z
9298,1131433,2010-09-15T20:22:41Z
9298,1123054,2010-09-15T20:21:34Z
9298,489653,2010-09-15T20:20:07Z
9298,330487,2010-09-15T20:18:04Z
9298,908637,2010-09-15T20:17:43Z
9298,1801527,2010-09-15T20:17:14Z
9298,1488349,2010-09-15T20:17:02Z
9298,347811,2010-09-15T20:16:44Z
9298,721345,2010-09-15T20:16:38Z
9298,74326,2010-09-15T20:16:28Z
9298,17142,2010-09-15T20:16:21Z
9298,981670,2010-09-15T20:16:13Z
9298,357965,2010-09-15T20:16:02Z
9298,1014144,2010-09-15T20:15:35Z
9298,191521,2010-09-15T20:14:09Z
9298,1242198,2010-09-15T20:13:42Z
9298,26647,2010-09-14T19:15:30Z
9298,467907,2010-09-14T19:15:04Z
9298,600117,2010-09-14T19:14:40Z
9298,398877,2010-09-14T19:10:39Z
9298,303531,2010-09-14T19:10:20Z
9298,85846,2010-09-14T19:10:10Z
9298,623030,2010-09-14T19:09:30Z
9298,21195,2010-09-14T19:09:22Z
9298,556295,2010-09-14T19:04:54Z
9298,526017,2010-09-14T19:03:17Z
9298,1367412,2010-09-14T19:02:27Z
9298,591819,2010-09-14T19:01:09Z
9298,525785,2010-09-14T19:00:18Z
9298,525775,2010-09-14T19:00:02Z
9298,1210067,2010-09-14T18:58:55Z
9298,1025323,2010-09-14T18:56:19Z
9298,185784,2010-09-14T18:55:49Z
9298,45455,2010-09-14T18:55:16Z
9298,129022,2010-09-14T18:53:44Z
9298,584059,2010-09-14T18:53:15Z
9298,1043471,2010-09-14T18:53:06Z
9298,764997,2010-09-14T18:51:09Z
9298,13582,2010-09-14T18:49:36Z
9298,1186152,2010-09-14T18:08:59Z
9298,542608,2010-09-14T18:08:50Z
9298,1034376,2010-09-14T18:08:42Z
9298,455273,2010-09-14T18:08:32Z
9298,154320,2010-09-14T18:08:17Z
9298,49147,2010-09-14T18:08:07Z
9298,420320,2010-09-14T18:07:53Z
9298,114027,2010-09-14T18:07:17Z
9298,209963,2010-09-14T18:06:46Z
9298,425273,2010-09-14T18:05:14Z
9298,495114,2010-09-14T18:05:03Z
9298,298670,2010-09-14T18:04:45Z
9298,536820,2010-09-14T18:04:33Z
9298,222752,2010-09-14T18:04:12Z
9298,1096457,2010-09-14T18:04:03Z
9298,28687,2010-09-14T18:03:43Z
9298,1485271,2010-09-14T18:03:19Z
9298,1099024,2010-09-14T18:03:03Z
9298,904971,2010-09-14T18:01:47Z
9298,25412,2010-09-14T18:01:35Z
9298,245820,2010-09-14T18:01:17Z
9298,938502,2010-09-14T18:00:56Z
9298,180164,2010-09-14T17:59:55Z
9298,220199,2010-09-14T17:59:46Z
9298,9905,2010-09-14T17:30:40Z
9298,2297888,2010-09-14T17:30:27Z
9298,235448,2010-09-14T17:30:04Z
9298,705084,2010-09-14T17:29:45Z
9298,1008156,2010-09-14T17:29:34Z
9298,10616,2010-09-14T17:12:11Z
9298,558076,2010-09-14T17:11:54Z
9298,9943,2010-09-14T17:09:53Z
9298,9996,2010-09-14T17:09:06Z
9298,1014285,2010-09-14T16:31:43Z
9298,1520944,2010-09-14T16:31:32Z
9298,1725778,2010-09-14T16:31:25Z
9298,1091624,2010-09-14T16:30:42Z
9298,1330565,2010-09-14T16:30:15Z
9298,1278086,2010-09-14T16:29:12Z
9298,1048529,2010-09-14T16:28:53Z
9298,13455,2010-09-14T16:28:27Z
9298,1584012,2010-09-14T16:28:16Z
9298,915364,2010-09-14T16:28:01Z
9298,739152,2010-09-14T16:27:56Z
9298,1508935,2010-09-14T16:27:44Z
9298,879082,2010-09-14T16:27:33Z
9298,694615,2010-09-14T16:27:19Z
9298,705084,2010-09-14T16:27:08Z
9298,1278086,2010-09-14T16:26:56Z
9298,812206,2010-09-14T16:26:39Z
9298,9907,2010-09-14T16:25:40Z
9298,143307,2010-09-14T16:23:35Z
9298,103449,2010-09-14T16:21:26Z
9298,569483,2010-09-14T16:21:16Z
9298,10990,2010-09-14T16:21:01Z
9298,382383,2010-09-14T16:20:20Z
9298,1240530,2010-09-14T16:20:11Z
9298,9816,2010-09-14T16:18:21Z
9298,28788,2010-09-14T16:17:45Z
9298,11793,2010-09-14T16:17:36Z
9298,606163,2010-09-14T16:16:22Z
9298,496620,2010-09-14T16:16:09Z
9298,334647,2010-09-14T16:15:57Z
