placeid,night,morning,noon,evening
30882,15,0,0,19
61358,87,0,4,114
220265,4,0,0,5
212447,5,0,10,3
13261,45,2,8,23
165042,47,0,0,58
9958,23,1,0,3
200821,6,1,0,4
59305,22,0,3,15
64875,14,2,8,11
64641,33,9,12,42
43591,123,9,6,28
46276,33,2,13,37
30927,27,2,10,35
48582,68,3,12,45
38889,46,0,1,8
1063033,1,0,14,18
13455,53,2,5,24
6750576,25,4,1,4
331446,37,4,0,18
1400998,3,0,1,5
1142679,2,0,4,5
1400997,6,0,1,4
513677,22,3,1,1
43639,117,12,0,23
544303,55,5,0,7
6434287,20,0,0,3
745018,4,0,3,11
548943,7,0,0,1
806223,4,0,11,33
192249,39,3,3,24
12430,485,40,52,699
12233,213,18,40,132
1034506,1,0,5,10
900352,19,0,1,1
966522,9,8,0,0
332016,18,0,0,3
3115602,12,0,0,5
1422170,13,1,4,7
556888,18,2,0,0
928735,7,0,0,3
521501,24,5,4,33
225181,12,15,0,9
1270858,5,0,2,3
13248,59,6,10,79
1386578,9,0,0,14
23275,1176,94,543,1364
1223869,30,1,37,81
849131,8,9,0,0
764061,13,0,1,3
654906,29,0,1,16
37937,93,21,14,82
296369,72,11,75,70
1217701,0,0,6,10
96121,70,13,15,65
254456,21,4,24,78
326289,14,8,0,9
442587,9,1,0,4
907773,8,0,0,7
794743,5,0,0,4
916952,17,3,1,22
712412,9,1,0,4
144390,49,0,0,17
451883,16,2,4,16
140282,6,2,2,3
41113,30,10,1,7
243258,22,0,0,7
1322510,7,0,2,5
589371,21,2,0,7
33380,246,84,194,371
109469,29,5,29,23
186920,73,1,119,315
1080399,22,0,0,16
80192,73,12,2,45
62265,23,3,0,15
443875,25,1,1,26
25412,12,1,21,18
784232,16,2,0,13
439025,4,0,0,9
602628,10,0,2,7
101527,21,4,1,6
147786,57,1,0,73
102604,23,0,1,5
43456,74,0,1,18
120125,37,1,0,27
663072,11,0,1,27
794507,5,0,0,5
692157,5,2,4,10
463411,4,0,8,18
320356,12,3,0,12
748854,7,1,0,1
221465,16,1,1,2
36770,27,3,0,8
847835,9,1,0,1
1489031,29,0,0,38
38631,29,4,4,26
553771,15,0,2,12
915310,13,0,2,13
155638,48,5,26,47
434639,70,8,1,24
516711,11,0,12,41
1431326,59,2,0,3
161689,59,1,2,13
42865,9,1,1,18
10987,36,3,3,54
24699,25,7,9,15
459541,19,3,6,20
247116,48,1,5,20
28573,44,6,0,5
13258,41,5,5,21
1469384,5,0,0,4
243236,246,16,22,223
72026,11,0,2,12
499298,14,1,5,35
14764,11,0,3,5
1264727,9,0,3,15
600576,31,6,7,31
77913,35,13,9,36
43875,8,1,23,39
765820,67,7,23,127
221478,86,2,2,57
3020551,37,2,3,45
55132,41,2,1,38
1104587,14,0,0,2
538379,31,0,2,48
490542,14,0,12,101
602435,11,18,0,1
9905,21,3,2,18
359018,35,5,17,51
25795,228,16,45,122
405440,24,0,0,1
302324,4,0,1,5
437664,1,0,3,8
334420,5,0,7,36
1183880,5,2,1,2
1174695,1,0,1,22
1450149,8,0,0,4
125270,16,2,0,12
914346,3,0,0,5
668595,7,0,0,8
744797,9,1,5,19
1266188,7,0,5,9
1240530,14,1,10,23
545570,7,0,11,12
25860,24,1,7,37
296414,8,2,4,19
296365,15,1,4,30
542627,15,2,1,18
720904,3,1,3,3
468473,10,1,13,21
590423,7,0,0,9
138765,22,6,3,35
3555806,40,2,7,90
9207,48,6,9,73
27691,62,5,4,75
1243083,11,2,0,1
573399,6,1,3,6
378785,12,7,0,5
2584258,7,0,0,5
7031284,6,0,10,48
516411,32,6,4,19
6658836,0,0,2,14
291218,79,4,2,11
870719,13,0,2,9
463770,8,1,4,15
5719474,6,1,0,3
457491,11,1,5,19
369226,9,3,1,10
54497,18,2,11,33
840676,15,1,1,16
53963,24,1,0,16
914541,8,0,1,5
38615,90,14,23,95
7056390,67,25,10,86
1162516,14,1,5,20
1402255,3,2,4,6
74740,52,3,25,65
205921,10,1,3,19
132466,17,1,3,14
1186296,5,1,1,7
1449962,6,1,2,8
861173,9,1,3,18
1132814,103,4,66,139
732511,5,1,2,8
1200090,12,1,2,8
3370514,4,0,1,5
179394,5,0,0,5
386107,1,0,2,5
2054380,7,1,8,12
969964,3,0,1,4
60012,10,0,1,9
556629,5,0,2,6
1169659,2,0,1,3
3583636,0,0,2,7
188018,13,0,5,12
1175107,3,0,2,7
1175085,5,0,2,4
697436,3,1,0,1
758241,9,0,0,4
506952,7,0,0,4
1056513,1,0,0,4
1056493,1,0,0,3
445392,3,0,0,5
431519,3,0,0,17
1131433,3,0,1,5
1123054,9,0,0,5
489653,2,0,2,5
330487,8,1,1,13
908637,13,1,0,6
1801527,6,0,1,3
1488349,6,0,1,4
347811,24,0,1,10
721345,6,0,0,6
74326,39,8,6,13
17142,75,2,3,34
981670,9,3,4,9
357965,19,1,3,7
1014144,5,0,2,3
191521,8,1,7,9
1242198,4,0,4,8
26647,6,0,1,9
467907,23,1,11,36
600117,6,0,0,6
398877,12,0,0,3
303531,15,1,0,24
85846,7,0,1,6
623030,6,0,0,4
21195,4,0,1,5
556295,11,0,0,6
526017,9,0,3,5
1367412,3,0,8,2
591819,4,0,2,3
525785,6,0,1,3
525775,9,0,0,8
1210067,3,0,0,6
1025323,7,1,0,1
185784,3,0,0,5
129022,5,0,1,2
584059,10,0,0,8
1043471,8,22,0,3
764997,2,1,1,6
1186152,4,0,4,8
542608,3,0,0,8
1034376,4,0,2,4
455273,3,0,2,5
154320,10,2,6,15
49147,7,0,3,18
420320,4,0,0,9
114027,17,1,10,11
209963,9,1,5,7
425273,16,1,3,11
495114,0,1,9,13
298670,14,0,27,107
536820,8,1,6,14
222752,16,1,10,20
1096457,4,0,3,5
28687,43,0,41,28
1485271,10,1,1,4
1099024,2,0,0,8
904971,0,1,1,7
245820,10,2,16,18
938502,7,0,6,15
180164,8,1,7,13
220199,30,4,35,57
2297888,5,0,2,10
235448,57,7,1,49
705084,37,1,1,45
1008156,8,0,0,7
1014285,10,0,0,18
1520944,4,0,0,10
1725778,3,0,0,5
1091624,10,0,0,11
1330565,10,0,5,35
1278086,14,0,1,8
1048529,10,0,0,17
1584012,3,0,1,11
915364,12,0,1,10
739152,5,1,2,7
1508935,4,0,0,6
879082,19,0,1,53
694615,9,0,0,12
812206,77,2,7,88
143307,21,1,1,58
569483,6,0,4,25
382383,12,3,6,17
606163,2,0,3,11
496620,15,11,36,90
334647,31,27,13,54
1385895,11,2,6,14
1065291,10,0,6,8
1140433,4,1,0,4
474055,7,0,2,5
299564,7,2,1,4
536801,9,0,0,8
341540,23,0,6,37
222688,6,0,8,4
641204,4,0,2,3
91173,28,0,7,7
525997,10,0,1,3
336303,9,0,8,5
468704,5,0,2,3
591839,5,0,1,3
489318,9,0,6,5
985132,1,0,4,4
298179,6,1,1,5
275766,2,0,2,4
651693,3,0,1,5
788145,6,0,4,8
836186,4,0,0,2
660946,0,0,2,7
879690,2,0,0,6
304059,3,0,1,10
899515,5,0,0,6
171354,6,0,0,8
394420,4,0,0,4
142679,2,0,2,6
960067,2,0,2,6
135120,22,4,12,25
142650,6,0,6,10
262899,8,2,0,5
164842,3,0,0,6
137465,2,0,1,8
270019,5,1,0,3
200095,6,0,0,10
573328,12,1,5,26
218773,11,1,3,20
218779,18,3,9,28
132791,50,1,24,71
425462,9,1,3,14
1249549,2,2,37,9
159623,11,1,3,16
431560,3,1,3,11
582396,4,1,3,13
997815,3,1,1,9
653574,8,1,4,17
1068848,2,2,2,6
984651,4,1,5,11
527987,4,0,2,10
1727286,4,1,4,13
220883,15,1,9,31
135227,32,2,11,73
359021,10,1,6,23
1132695,5,1,3,18
605256,6,1,8,17
710254,9,1,3,20
1548642,5,0,1,10
159631,13,1,3,18
431246,6,0,2,17
906769,9,1,5,17
952005,6,0,4,16
5633592,3,1,0,9
6003363,2,0,0,19
143123,37,3,18,202
6420687,10,3,2,3
446992,4,0,0,9
26976,19,1,80,120
22154,35,8,2,17
198800,50,10,4,63
42622,157,7,5,68
424177,56,106,52,157
342054,32,5,9,51
213515,4,0,1,87
99409,165,18,1,76
185634,6,0,5,19
58252,46,3,1,3
60619,10,0,7,14
1217439,9,0,0,5
556729,11,1,1,4
306186,72,9,1,15
564036,20,5,2,39
37006,39,1,13,34
331266,14,1,0,19
162058,27,0,1,7
371078,49,0,10,106
215777,17,0,1,50
503808,12,1,3,4
303013,4,0,0,8
6567027,9,0,0,16
51765,90,0,10,150
285254,2,0,4,4
42519,40,1,9,61
904691,6,0,0,2
3195536,4,0,0,6
594958,6,0,2,4
346508,6,1,1,2
354837,4,1,2,13
344459,3,0,6,14
982526,9,1,0,2
175162,5,2,0,22
340685,1,0,1,10
536328,5,0,6,24
310660,20,4,2,17
600244,25,0,1,10
150738,73,18,14,44
35721,7,1,4,8
351939,11,0,1,15
38474,16,4,7,41
259552,7,0,0,13
433524,28,1,5,23
42626,14,1,2,12
42616,12,1,3,8
42620,14,0,2,12
625245,24,2,4,9
991596,2,3,1,11
226279,44,4,1,18
292352,69,1,21,76
54368,9,0,0,10
104896,31,3,10,13
164930,9,0,1,21
47766,25,0,4,29
166525,11,0,9,11
110700,7,0,2,12
124815,8,0,1,13
42853,4,0,4,15
42737,2,0,14,19
47733,11,1,3,16
194922,13,0,4,16
166302,5,0,1,1
192680,47,1,4,7
104057,9,0,12,16
195075,14,2,1,59
104758,8,0,0,19
104191,11,1,2,13
178122,7,1,1,11
154755,3,1,1,7
56803,18,0,2,24
144780,4,0,1,5
524804,6,0,1,11
813962,3,0,0,6
814013,7,0,1,1
427357,5,0,0,3
814052,3,0,0,3
238992,6,0,0,6
116137,12,0,0,10
116133,9,0,0,7
30683,56,1,0,20
1655324,1,0,0,6
513396,6,1,0,1
873139,4,0,2,4
37012,10,0,0,19
302405,6,0,4,7
573287,26,1,0,12
265484,9,0,0,8
435108,7,2,1,2
35138,79,4,1,16
487421,4,1,6,5
411226,37,1,7,23
410720,24,1,3,26
410724,20,0,6,15
281664,3,1,6,6
410734,40,6,8,30
80659,10,0,3,9
47710,51,11,76,57
772427,9,1,3,4
3832939,3,0,0,4
214595,15,1,5,24
409372,4,0,0,2
512640,7,0,1,3
1490845,3,0,0,4
331224,8,8,1,5
621381,6,0,0,6
1435649,5,0,0,8
763269,1,0,1,7
930403,9,2,2,11
520100,5,0,1,8
814330,6,1,1,10
814586,4,0,1,4
4599164,2,1,0,9
220752,6,0,0,2
1512709,28,0,2,36
238656,17,0,1,21
54202,64,1,3,68
236082,22,1,2,25
1158586,6,0,0,5
76511,7,0,6,19
739928,15,1,1,13
90211,30,0,1,58
764028,36,4,0,49
596226,16,0,0,0
354981,18,0,0,23
794007,42,2,9,64
553448,8,1,0,8
422835,30,2,9,33
74418,9,2,3,20
548752,10,0,0,6
693895,17,0,0,12
1231337,3,0,1,7
1192932,8,0,3,25
1430560,3,0,0,9
2240481,2,0,1,3
763878,7,0,4,12
285956,1,1,0,10
23658,25,3,8,32
1033697,2,0,0,17
13325,20,1,9,30
23474,142,7,1,66
223698,8,2,2,12
13424,129,10,28,227
152179,1,0,12,21
23795,139,10,15,58
166011,24,0,0,20
664556,4,1,1,2
414947,4,0,0,11
214601,6,0,0,4
281879,26,6,1,10
399988,17,4,1,2
14401,9,1,5,12
199835,5,0,0,3
970480,6,1,0,3
410743,14,0,5,9
670678,19,4,3,9
514364,10,4,0,9
541307,3,0,0,5
79949,6,0,3,4
451817,7,0,3,2
79941,14,1,5,12
725505,8,0,0,2
786729,6,0,0,2
325732,6,0,0,3
739758,5,0,2,5
438006,3,1,1,6
124814,16,2,8,30
13529,11,4,6,30
376494,1,0,0,6
255694,23,0,3,5
463736,17,0,0,11
227702,22,1,6,13
47722,20,1,10,24
601818,6,0,1,12
601787,15,0,14,12
51616,31,2,1,38
54588,38,5,0,24
965973,22,2,0,25
52832,71,3,68,230
242427,13,0,1,15
481310,5,0,0,12
546942,4,0,0,13
242436,33,2,0,32
202784,9,0,33,11
525516,4,0,0,12
220179,14,0,2,3
512661,3,0,0,2
351829,16,1,3,31
161686,23,3,3,21
254303,26,0,0,15
88251,57,8,2,32
154550,18,1,1,25
242530,31,1,2,9
25724,74,5,8,62
131599,26,1,3,27
109009,25,1,0,12
55416,19,3,0,14
278286,90,4,3,74
1509220,6,3,5,8
83600,43,4,4,9
58599,38,5,9,26
686893,31,8,3,19
316031,27,4,4,13
183160,21,0,7,38
6342779,6,1,0,3
55349,20,5,3,14
53354,20,0,4,26
104634,24,1,11,35
1299597,19,0,3,22
19938,102,6,26,106
196508,48,12,10,37
513447,43,8,1,14
102886,12,4,0,4
1102111,25,6,8,39
664108,38,5,10,88
1102091,91,12,28,144
30890,73,5,9,167
6467079,11,0,0,0
270115,2,0,1,5
1093900,6,1,1,3
111726,39,0,3,24
443700,53,14,0,10
55325,132,9,36,95
47497,66,5,14,104
854531,43,0,8,32
65281,92,6,21,100
818233,4,1,2,12
61732,126,7,3,15
76793,30,0,0,15
48932,35,0,0,33
205338,23,0,0,12
67051,18,0,2,24
981809,1,0,3,21
592257,5,5,2,1
479423,2,1,0,6
38640,53,3,3,6
22315,22,0,0,7
132304,6,1,1,166
794310,11,0,0,1
38625,50,0,0,5
76476,23,0,3,32
144824,22,3,0,16
1852970,6,0,1,4
310004,6,1,2,1
48232,18,1,1,11
131274,22,0,1,24
3533417,5,0,0,24
2060909,8,0,0,3
101136,24,1,4,36
33414,24,2,27,125
358675,27,0,3,25
325081,35,1,1,13
434652,33,8,2,14
68720,59,5,2,14
507168,12,1,3,7
9935,23,0,0,17
961372,4,0,0,8
315755,28,0,0,25
299765,6,1,0,4
285042,7,0,0,12
199387,12,0,4,20
553878,2,1,1,6
845709,5,2,2,2
837898,5,0,1,5
76491,30,2,6,14
772712,5,0,0,3
140003,10,0,0,0
375279,35,1,1,10
284853,25,10,7,21
761158,11,4,0,1
760918,3,2,0,0
76503,24,0,0,10
378069,19,0,0,0
288941,15,6,8,28
76413,8,1,0,6
76405,13,0,0,10
496563,14,0,2,8
469021,16,0,0,3
584405,22,3,0,2
442901,5,0,0,5
164648,15,0,5,12
575351,6,0,0,3
681001,3,0,0,7
200789,7,0,0,3
215564,8,0,0,12
175585,31,0,0,20
587742,2,0,1,6
487590,5,1,0,4
329443,4,1,0,20
336458,9,0,4,20
446654,25,0,0,2
492260,12,0,1,6
402923,8,1,3,9
290800,4,0,2,5
76513,36,0,1,19
30474,21,2,4,29
30902,16,0,1,5
502637,7,0,0,8
161652,13,0,1,8
168550,24,3,8,43
365007,27,1,23,121
435287,11,1,0,7
197403,73,0,1,37
291316,13,0,1,4
128389,6,0,0,9
71865,3,2,6,41
400003,1,3,0,6
165997,40,1,4,56
249462,22,1,1,14
296531,70,0,21,62
205852,11,0,0,14
1156600,7,1,1,10
1375005,13,0,0,22
1116067,11,0,2,4
1229162,10,0,2,9
1166712,21,1,3,17
177523,6,1,8,17
702084,7,0,0,2
13530,17,5,6,13
13512,21,5,6,12
13516,21,4,6,12
824647,7,0,1,5
745727,15,0,0,11
27838,19,0,1,21
13528,37,3,18,68
27847,5,0,1,9
13510,20,2,8,25
123407,11,1,0,4
1373089,4,0,0,6
205750,1,0,1,7
587900,1,0,0,7
13501,22,3,11,32
1364304,31,2,2,55
11796,23,1,1,25
13265,15,1,4,22
9831,74,6,9,117
20500,26,0,4,47
25458,14,2,2,39
12990,12,0,0,18
188458,13,3,0,4
207008,45,0,0,34
13499,22,5,12,40
13264,11,1,1,6
13260,18,1,5,5
328394,37,1,97,159
218491,36,1,1,8
34804,25,2,7,20
695905,10,0,0,9
635779,4,0,2,41
13506,12,7,8,32
13513,10,2,5,38
33607,24,0,2,29
916941,7,0,1,2
1062019,2,1,2,3
633427,4,5,3,3
54363,12,2,7,15
724337,3,0,2,7
306331,10,4,1,6
247467,4,0,2,5
287325,6,0,2,5
301431,20,0,62,67
55380,45,4,21,39
40257,51,4,5,28
640335,4,0,9,26
732589,7,0,2,10
324991,13,2,2,31
79027,90,1,2,18
99195,15,3,1,3
717248,1,0,0,7
119314,50,9,10,45
1014143,12,2,3,14
676062,8,1,6,27
27229,65,1,0,37
248638,13,0,6,18
135760,27,1,4,12
439423,11,0,0,17
1047395,11,2,1,13
200514,13,0,1,11
146984,37,3,8,62
77353,13,1,7,27
84586,65,4,5,51
55402,24,1,4,40
131672,8,1,0,52
225706,33,1,17,29
391237,42,3,5,16
6783897,3,11,6,7
1298028,13,6,1,3
44471,289,30,8,122
1116245,15,0,3,11
591442,80,0,9,34
848427,5,4,0,4
1172428,14,1,1,6
681880,5,0,1,3
578666,2,1,3,4
252954,41,1,0,6
325709,21,2,0,2
733211,10,4,2,3
935556,1,0,1,6
225967,10,1,0,6
492977,10,1,2,5
358662,7,0,0,1
53396,30,13,5,22
53389,6,1,1,3
384341,20,5,1,12
731840,20,0,3,6
335059,7,0,5,8
435242,10,2,0,2
6383714,2,4,0,1
840984,16,4,3,0
635147,4,0,0,19
946354,13,9,0,6
51418,24,3,5,25
465432,6,0,3,12
538332,4,2,0,4
3979012,3,1,2,7
1391364,3,0,2,13
741351,31,4,1,16
1303694,6,1,0,1
1352378,7,4,0,0
1136577,4,1,3,4
80079,9,3,0,3
992763,3,0,0,5
1319584,6,0,2,2
1262197,14,0,1,5
754009,2,1,1,8
55786,31,6,2,8
239023,8,1,0,4
1163193,6,0,1,1
3205784,11,7,1,3
786098,4,0,0,6
1055671,3,1,2,3
2519264,4,1,0,4
15693,33,3,1,3
47672,21,3,4,12
366778,11,1,0,10
537534,17,0,8,23
1297946,10,5,0,3
391420,0,4,2,7
6757441,8,3,0,2
624841,8,1,0,11
320252,14,1,5,12
239934,3,4,0,1
881211,6,3,0,1
172604,7,1,0,1
1309297,0,7,0,2
451832,3,0,1,27
603998,5,5,0,5
341655,7,1,0,3
537822,4,0,0,5
705144,4,0,1,4
6542416,4,0,0,0
44707,29,2,5,4
86728,15,2,2,22
434903,17,10,0,3
1024123,5,0,1,8
195249,4,1,4,6
497031,24,1,2,24
539358,16,0,1,16
301396,38,2,12,43
102671,6,0,1,4
852921,5,0,4,12
1059382,6,0,5,21
85213,7,0,4,6
1131912,2,1,3,9
121811,7,0,5,8
805780,6,1,0,7
964738,29,5,1,18
941010,6,1,2,5
832084,9,3,1,8
905874,4,3,0,4
386412,6,1,2,18
386439,18,3,3,21
140444,61,47,0,13
72907,24,19,1,0
22239,20,2,2,16
1381358,4,0,0,9
231063,16,1,2,15
191175,8,0,0,9
186446,4,1,0,13
303551,12,2,2,11
72747,19,5,0,4
6573870,9,0,0,2
1001283,15,1,0,12
200825,16,0,31,58
1373969,2,0,0,10
117184,73,5,0,14
1218359,12,0,0,7
912264,5,1,1,16
122102,15,3,0,15
120536,48,3,0,8
485642,17,0,2,16
705733,15,0,1,2
290686,21,0,1,14
38612,42,7,2,13
7214598,36,1,7,49
1495153,3,0,1,4
641241,8,0,1,4
59447,8,1,0,15
1219065,6,0,1,4
3202704,5,0,0,2
1508737,3,0,1,4
426311,3,0,4,14
12515,19,2,5,126
1444636,6,0,1,6
202283,44,0,6,29
936101,5,0,1,2
1498865,22,10,0,1
1186423,9,1,0,9
1599437,5,0,0,2
1570460,10,0,0,0
1516676,12,2,5,17
21530,80,5,24,188
32948,30,5,13,73
468500,10,0,0,9
42769,110,3,5,55
273300,151,18,5,82
46455,92,10,16,52
296534,101,17,27,93
43437,16,0,0,23
351778,3,0,0,8
2255718,5,0,0,3
650158,22,0,0,11
2049836,4,1,2,3
1029795,14,0,2,10
6084189,1,0,0,5
3132419,5,0,0,8
1039949,10,2,2,35
73642,20,2,3,29
7003765,3,1,1,4
249633,28,4,8,96
374612,9,1,3,24
1293312,2,0,2,6
6264749,7,0,3,7
404126,10,1,0,4
1139291,8,0,1,2
787220,3,0,2,4
1463297,6,1,0,8
19380,7,2,1,7
1086676,8,4,0,2
154015,5,0,0,5
846834,9,0,4,14
17835,9,0,2,10
542747,26,10,0,5
1163075,31,5,6,53
4074805,3,0,0,8
261174,9,1,6,16
214785,32,8,15,29
983264,9,2,2,1
88059,24,1,2,33
28258,50,2,4,58
164604,41,4,3,48
45342,39,5,18,58
938997,6,1,5,18
538387,23,0,0,15
970398,5,1,0,4
43153,122,9,5,38
963096,0,0,2,6
688509,9,1,6,9
540745,45,4,15,71
210018,44,0,1,11
566838,10,1,0,12
421504,16,0,0,29
457425,24,0,4,17
507373,9,1,0,0
371943,71,2,4,49
748627,15,4,0,5
17719,36,2,6,41
53400,55,3,28,41
517415,3,0,17,53
427175,30,7,4,22
32554,48,1,1,29
496474,18,1,6,7
37205,8,0,0,4
43527,17,2,2,17
137662,25,3,29,37
104465,79,13,8,47
41830,25,2,2,13
36949,123,15,1,12
602342,18,0,0,8
265696,23,0,3,37
86631,25,21,0,2
585253,10,3,0,7
53595,122,51,0,14
370548,63,16,16,69
305578,101,26,36,88
356134,14,6,0,5
172723,19,17,1,5
908802,18,2,6,14
577336,5,2,0,23
1383578,13,2,4,29
487627,22,1,1,11
144453,35,1,16,27
91161,3,0,4,6
43868,24,4,9,11
356758,21,7,2,17
119225,35,3,10,30
650675,2,0,5,7
360792,16,2,3,32
1072316,8,0,3,9
948165,2,0,2,6
948093,1,0,4,7
175642,15,0,2,29
878862,2,0,0,4
857736,4,1,2,10
818356,6,0,1,3
223953,7,0,0,6
680695,4,1,3,5
524451,11,0,1,14
587939,3,0,1,17
196712,4,0,1,5
663577,3,0,0,8
678293,8,0,0,4
662745,5,3,1,2
67257,11,0,4,10
464670,60,9,4,9
541799,19,2,2,7
129674,24,4,6,17
830020,1,0,8,12
1445741,5,0,1,2
37846,48,8,20,43
921372,9,1,2,11
921292,5,0,0,8
572562,6,0,2,3
946836,2,0,0,22
946889,2,0,0,21
296634,12,1,2,26
29292,6,0,2,1
10600,29,0,0,20
6874009,19,1,1,1
158299,42,3,0,11
5816744,25,1,0,0
1219348,15,0,1,9
511024,10,1,0,26
890204,2,1,1,5
10576,59,6,9,53
421374,10,0,4,21
384409,4,0,4,8
541529,4,1,1,4
53925,50,2,3,46
262553,24,3,2,9
6906291,16,1,0,3
831101,4,0,0,5
75343,1,1,1,9
226901,49,1,0,57
732345,6,1,1,13
6824729,4,0,3,6
1553734,2,2,2,5
1072168,6,1,1,9
507037,26,1,4,23
735959,10,0,30,115
1498868,14,1,1,2
27850,12,0,13,47
478424,18,0,4,8
4543817,3,0,1,11
193713,7,1,5,5
193682,37,1,3,22
189633,12,1,6,22
62802,85,4,4,77
879777,14,0,1,10
298715,5,0,0,8
71881,26,1,1,28
1035158,10,0,0,6
275621,7,0,1,28
617054,2,1,1,3
475066,8,0,1,2
161603,8,0,0,7
1042326,3,3,0,2
983451,19,0,0,6
176563,115,13,1,75
51504,29,1,47,36
942051,20,0,3,6
450825,14,1,5,44
473992,5,0,2,3
857537,13,2,0,5
290375,9,0,4,26
95255,13,1,12,21
22294,88,18,12,29
299167,8,1,0,5
448151,13,0,0,8
449330,5,0,2,8
135175,90,20,18,82
900942,16,7,1,2
1603220,17,0,3,39
965291,22,0,0,0
1349863,10,0,2,10
201905,45,1,0,42
606612,2,0,1,7
85975,16,0,12,36
291773,45,6,17,67
307186,2,0,14,54
526505,21,3,0,6
451447,6,1,1,19
212471,20,1,12,22
612923,6,4,0,3
192026,41,4,0,6
37013,26,2,0,14
740137,9,1,0,2
377861,5,1,1,4
355031,3,0,0,9
924243,5,1,3,6
459301,5,0,0,17
921560,1,1,1,20
831152,5,0,1,9
420352,1,1,12,60
196343,10,1,1,50
873703,33,0,2,19
384404,5,3,3,9
122854,9,3,0,13
199391,22,1,0,30
398494,18,0,0,23
147995,34,2,3,38
538328,22,1,1,12
191972,30,0,4,40
314347,9,1,37,25
33786,24,2,6,65
387990,5,1,2,6
90811,23,4,3,5
44842,76,5,4,22
397556,20,0,5,37
36993,17,7,0,4
64639,30,1,0,0
312702,10,3,0,6
1382672,20,0,0,3
351083,5,0,5,27
214031,10,1,18,25
147816,20,0,0,13
9889,54,1,5,58
686738,2,0,27,41
129126,81,17,2,20
52185,28,2,1,11
36803,29,1,2,13
1000400,7,0,0,2
187633,34,7,11,21
28331,24,2,1,18
281387,45,3,16,39
308941,12,1,10,15
1099685,20,0,2,12
1257550,0,0,12,18
441533,14,0,1,3
216089,33,4,14,41
1251921,3,0,2,2
1066066,8,3,0,1
1507427,15,1,1,8
65165,34,3,1,33
830077,4,1,2,5
57530,4,0,1,8
64431,12,3,5,11
65222,3,0,3,10
297740,22,2,5,39
279987,9,0,5,17
279972,7,1,4,15
6783903,9,1,1,8
720259,8,2,4,3
111243,15,3,3,26
528684,4,1,0,7
598933,3,1,1,11
902214,4,1,1,7
481671,8,1,14,10
988396,9,1,0,12
5907729,6,1,2,1
1516454,9,3,7,12
1508869,4,0,0,5
1075172,7,2,0,3
866892,11,2,1,4
82484,5,0,1,15
6529858,14,1,31,8
699191,2,0,2,6
549621,12,4,0,7
120760,20,0,0,3
65312,37,0,2,33
364638,6,1,7,15
657816,5,0,1,3
214717,15,0,0,28
123007,11,0,2,29
21662,13,0,0,37
922368,9,0,2,42
159448,23,2,11,18
889652,2,0,6,5
32342,6,1,16,11
1034816,10,0,2,10
847229,25,0,0,6
435384,8,2,0,6
11359,52,1,51,200
354187,34,0,1,21
53763,43,5,0,10
616174,14,0,0,13
1546129,0,0,6,12
79919,11,5,2,4
96411,6,0,2,6
411292,31,0,5,6
