userid,placeid,datetime
29054,586132,2010-05-24T17:51:48Z
29054,307298,2010-05-24T17:35:36Z
29054,586281,2010-05-24T17:26:54Z
29054,117724,2010-05-24T17:24:40Z
29054,593052,2010-05-24T17:21:02Z
29054,968830,2010-05-24T17:20:07Z
29054,707819,2010-05-24T17:06:06Z
29054,338403,2010-05-24T14:00:08Z
29054,860204,2010-05-24T08:56:00Z
29054,619310,2010-05-24T08:25:13Z
29054,62247,2010-05-20T15:29:27Z
29054,55096,2010-05-18T17:56:26Z
29054,197904,2010-05-18T15:13:49Z
29054,234477,2010-05-18T07:57:11Z
29054,73640,2010-05-16T18:15:19Z
29054,1127075,2010-05-16T17:47:12Z
29054,1127075,2010-05-16T17:41:59Z
29054,1127008,2010-05-16T17:35:05Z
29054,1126984,2010-05-16T17:31:14Z
29054,1126942,2010-05-16T17:24:27Z
29054,1126888,2010-05-16T17:17:39Z
29054,1126865,2010-05-16T17:12:01Z
29054,1126846,2010-05-16T17:07:24Z
29054,1125964,2010-05-16T14:06:24Z
29054,1125894,2010-05-16T13:49:23Z
29054,789350,2010-05-15T22:47:33Z
29054,514591,2010-05-14T20:45:50Z
29054,1099619,2010-05-11T17:31:53Z
29054,349968,2010-05-10T15:10:12Z
29054,483759,2010-05-09T16:35:54Z
29054,483759,2010-05-09T16:33:57Z
29054,514591,2010-05-09T16:23:05Z
29054,514591,2010-05-08T14:11:11Z
29054,1002197,2010-05-08T14:10:48Z
29054,841903,2010-05-05T09:42:12Z
29054,241099,2010-05-02T16:49:34Z
29054,233744,2010-04-16T17:11:41Z
29054,241099,2010-04-04T15:02:32Z
29054,545914,2010-02-16T20:09:40Z
29054,46120,2010-02-16T09:53:10Z
29054,73640,2010-02-14T20:53:23Z
29054,49536,2010-02-14T20:48:33Z
29054,62646,2010-02-14T11:16:10Z
29054,61421,2010-02-14T03:51:22Z
29054,74527,2010-02-14T03:23:05Z
29054,54815,2010-02-14T03:07:45Z
29054,311403,2010-02-14T03:06:16Z
29054,311403,2010-02-12T10:05:37Z
29054,335315,2010-01-23T16:50:34Z
29054,124178,2010-01-14T23:50:55Z
29054,73640,2010-01-14T23:49:14Z
29054,69675,2010-01-14T23:47:00Z
29054,49536,2010-01-14T23:45:15Z
29054,55866,2010-01-14T23:43:21Z
29054,57279,2010-01-14T23:38:38Z
29054,159413,2010-01-12T17:20:38Z
29054,49538,2010-01-11T21:49:46Z
29054,117531,2010-01-07T20:45:58Z
29054,77885,2010-01-07T20:45:03Z
29054,338403,2010-01-07T13:57:22Z
29054,60642,2010-01-06T18:46:19Z
29054,60638,2010-01-06T18:45:21Z
29054,46120,2010-01-05T21:51:11Z
29054,46120,2009-12-23T05:49:09Z
29054,61421,2009-12-21T21:22:22Z
29054,77885,2009-12-21T11:28:26Z
29054,166847,2009-12-05T03:10:11Z
29054,49536,2009-12-05T02:52:06Z
29054,49536,2009-12-04T21:44:01Z
29054,155209,2009-12-02T09:47:02Z
29054,77885,2009-12-02T08:48:59Z
29054,59195,2009-12-01T13:07:56Z
29054,149050,2009-12-01T13:07:17Z
29054,61421,2009-11-30T20:21:13Z
29054,149050,2009-11-30T13:03:25Z
29054,77885,2009-11-30T07:11:27Z
29054,69760,2009-11-30T07:07:50Z
29054,117893,2009-11-30T03:40:51Z
375194,1097611,2010-08-13T11:41:11Z
375194,211569,2010-08-01T00:29:36Z
375194,307104,2010-07-27T19:19:48Z
375194,282243,2010-07-27T19:19:30Z
375194,1097611,2010-07-27T19:19:05Z
21712,6787321,2011-06-24T14:23:36Z
21712,47752,2011-06-24T11:21:58Z
21712,12880,2011-06-24T11:11:54Z
21712,396624,2011-06-23T17:21:26Z
21712,12904,2011-06-23T16:32:55Z
21712,271964,2009-12-27T13:41:54Z
21712,72032,2009-12-27T00:57:23Z
21693,167954,2009-12-30T13:31:57Z
21693,167954,2009-12-30T02:37:20Z
21693,271964,2009-12-29T14:59:47Z
21693,167954,2009-12-29T01:49:50Z
21693,271964,2009-12-28T22:45:23Z
21693,282376,2009-12-28T19:17:07Z
21693,251358,2009-12-28T19:16:59Z
21693,251348,2009-12-28T19:16:51Z
21693,283177,2009-12-28T19:16:43Z
21693,259304,2009-12-28T19:16:34Z
21693,283076,2009-12-28T19:16:26Z
21693,49538,2009-12-28T19:16:14Z
21693,197904,2009-12-28T19:16:05Z
21693,703461,2009-12-28T19:15:57Z
21693,173049,2009-12-28T19:15:49Z
21693,63857,2009-12-28T19:15:39Z
21693,63868,2009-12-28T19:15:24Z
21693,63865,2009-12-28T19:15:16Z
21693,271964,2009-12-28T19:15:01Z
21693,271964,2009-12-28T19:14:24Z
21693,173477,2009-12-28T14:55:23Z
21693,271964,2009-12-28T12:29:01Z
21693,167954,2009-12-28T01:16:09Z
21693,271964,2009-12-27T20:18:52Z
21693,167954,2009-12-27T17:25:19Z
21693,271964,2009-12-27T09:51:19Z
21693,167954,2009-12-27T09:38:41Z
21693,167954,2009-12-27T00:33:12Z
21693,271964,2009-12-26T23:06:41Z
21693,273432,2009-12-26T19:41:43Z
21693,63868,2009-12-26T18:45:02Z
21693,271964,2009-12-26T18:43:39Z
21693,167954,2009-12-26T18:06:03Z
21693,47752,2009-12-26T17:18:09Z
21693,187332,2009-12-26T17:11:14Z
21693,54887,2009-12-26T17:10:53Z
21693,134781,2009-12-26T17:09:13Z
21693,71035,2009-12-26T17:08:59Z
21693,177452,2009-12-26T17:05:06Z
21693,138860,2009-12-26T17:04:46Z
22501,307104,2010-01-01T14:22:53Z
22501,282243,2010-01-01T00:55:04Z
22501,282468,2010-01-01T00:42:40Z
22501,60638,2009-12-31T23:50:47Z
22501,12904,2009-12-31T22:42:18Z
22501,304153,2009-12-31T21:47:36Z
22501,282243,2009-12-31T18:57:41Z
165361,282243,2010-07-25T14:19:30Z
165361,121958,2010-05-13T20:59:13Z
165361,211569,2010-03-16T21:29:21Z
13540,271964,2009-12-27T09:51:22Z
13540,167954,2009-12-27T09:34:14Z
13540,271964,2009-12-26T23:00:03Z
13540,273432,2009-12-26T19:39:54Z
13540,271964,2009-12-26T18:44:03Z
13540,167954,2009-12-26T18:07:30Z
13540,47752,2009-12-26T17:27:15Z
13540,71035,2009-12-26T17:08:59Z
28077,46120,2011-05-14T05:15:03Z
28077,46120,2010-12-30T22:08:14Z
28077,46120,2010-12-30T19:49:29Z
28077,87157,2010-12-29T18:27:02Z
28077,155504,2010-12-29T18:12:50Z
28077,198591,2010-12-29T16:10:21Z
28077,168630,2010-12-28T21:46:39Z
28077,535984,2010-12-28T12:06:14Z
28077,1595345,2010-12-28T11:36:52Z
28077,34329,2010-11-02T12:55:12Z
28077,173118,2010-11-02T11:46:20Z
28077,136792,2010-11-01T14:24:34Z
28077,47752,2010-11-01T13:11:12Z
28077,198591,2009-12-29T13:19:09Z
28077,12880,2009-12-29T12:23:18Z
28077,49538,2009-12-29T12:06:58Z
28077,282376,2009-12-29T11:16:04Z
28077,271964,2009-12-27T13:20:59Z
24951,46120,2009-12-31T10:38:59Z
24951,167954,2009-12-30T13:33:28Z
24951,271964,2009-12-27T13:38:02Z
10266,76327,2010-06-17T17:44:52Z
10266,54965,2010-06-10T16:49:59Z
10266,76327,2010-06-09T17:52:57Z
10266,299283,2010-06-05T16:59:00Z
10266,465594,2010-05-28T11:51:23Z
10266,76327,2010-05-21T11:36:46Z
10266,876155,2010-05-17T18:47:49Z
10266,54965,2010-05-14T08:46:18Z
10266,876155,2010-05-12T18:18:15Z
10266,235952,2010-05-10T10:44:14Z
10266,292791,2010-05-04T18:46:13Z
10266,54965,2010-04-30T15:54:48Z
10266,939652,2010-04-30T10:26:17Z
10266,218991,2010-04-29T11:34:27Z
10266,939652,2010-04-28T21:28:37Z
10266,60292,2010-04-25T16:53:48Z
10266,939652,2010-04-18T12:28:18Z
10266,939652,2010-04-17T13:50:10Z
10266,117334,2010-04-16T09:10:28Z
10266,54965,2010-04-15T14:10:03Z
10266,54965,2010-04-14T18:26:08Z
10266,385611,2010-04-07T18:16:43Z
10266,54965,2010-04-07T16:33:29Z
10266,754741,2010-04-04T12:34:44Z
82186,581586,2010-06-09T14:41:42Z
82186,57346,2010-06-09T12:44:33Z
82186,288704,2010-06-09T12:11:28Z
82186,946115,2010-06-09T09:45:25Z
82186,60791,2010-06-09T08:58:56Z
82186,1026126,2010-06-09T06:43:05Z
82186,374849,2010-06-08T15:32:47Z
82186,1210831,2010-06-08T15:32:38Z
82186,229381,2010-06-08T15:08:01Z
82186,392657,2010-06-08T14:31:12Z
82186,288731,2010-06-08T14:13:10Z
82186,205773,2010-06-08T11:38:35Z
82186,184915,2010-06-08T09:11:47Z
82186,198591,2010-06-08T09:01:29Z
82186,638119,2010-06-08T09:00:03Z
82186,400762,2010-06-08T08:57:41Z
82186,60791,2010-06-08T08:56:11Z
82186,256307,2010-06-08T08:42:42Z
82186,150115,2010-06-08T08:13:15Z
82186,634531,2010-06-07T21:40:54Z
82186,87250,2010-06-07T21:39:15Z
82186,12901,2010-06-07T21:38:50Z
82186,333951,2010-06-07T21:38:39Z
82186,947898,2010-06-07T21:38:28Z
82186,218991,2010-06-07T21:33:47Z
82186,634531,2010-06-07T15:25:50Z
82186,55096,2010-06-07T12:36:59Z
82186,49538,2010-06-07T11:58:36Z
82186,12977,2010-06-07T10:55:25Z
82186,727619,2010-06-07T10:39:51Z
82186,184915,2010-06-07T10:35:28Z
82186,117582,2010-06-07T10:30:58Z
82186,117590,2010-06-07T10:23:25Z
82186,288739,2010-06-07T10:11:50Z
82186,597951,2010-06-07T10:07:42Z
82186,164206,2010-06-07T10:00:25Z
82186,713460,2010-06-07T09:59:59Z
82186,87199,2010-06-07T09:56:50Z
82186,901200,2010-06-07T09:55:40Z
82186,47752,2010-06-07T09:48:59Z
82186,12880,2010-06-07T09:43:16Z
82186,634364,2010-06-07T09:41:43Z
82186,245326,2010-06-07T09:33:05Z
82186,167780,2010-06-07T09:32:14Z
82186,60638,2010-06-07T08:27:52Z
82186,634531,2010-06-06T20:40:36Z
82186,634364,2010-06-06T20:40:22Z
82186,973509,2010-06-06T13:15:42Z
82186,1026131,2010-06-06T13:15:25Z
82186,597951,2010-06-06T10:58:30Z
82186,746051,2010-06-06T09:54:18Z
82186,456763,2010-06-06T09:02:59Z
82186,634531,2010-06-05T22:20:23Z
82186,12904,2010-06-05T18:13:37Z
82186,245307,2010-06-05T18:13:13Z
82186,51215,2010-06-05T13:54:10Z
82186,634531,2010-06-05T10:26:06Z
325545,80643,2011-06-08T15:49:42Z
325545,136487,2011-06-08T15:40:28Z
26576,89032,2011-05-13T08:03:32Z
26576,89032,2010-11-12T07:08:47Z
26576,1288442,2010-11-11T08:19:23Z
26576,89032,2010-11-11T08:00:15Z
26576,89032,2010-11-10T08:38:43Z
26576,343490,2010-11-09T19:57:18Z
26576,74660,2010-11-09T18:17:54Z
26576,136487,2010-11-09T11:04:47Z
26576,89032,2010-11-09T09:36:02Z
26576,4028217,2010-11-08T14:45:29Z
26576,137665,2010-11-08T14:23:25Z
26576,89032,2010-11-08T14:17:15Z
26576,3123825,2010-11-08T12:15:30Z
26576,1242034,2010-10-19T12:52:09Z
26576,580673,2010-10-19T10:28:44Z
26576,3123825,2010-10-19T08:47:51Z
26576,307177,2010-02-09T12:23:09Z
26576,321491,2010-02-09T11:45:26Z
26576,63705,2010-02-09T11:44:31Z
26576,245609,2010-02-04T18:52:45Z
26576,321491,2010-02-04T18:52:27Z
26576,79775,2010-02-04T09:49:25Z
26576,165636,2009-12-11T12:57:08Z
26576,91084,2009-12-11T12:56:49Z
26576,79775,2009-12-11T12:00:51Z
7552,594235,2011-04-12T18:45:11Z
7552,1253828,2011-01-04T14:36:28Z
7552,71684,2011-01-04T12:52:06Z
7552,299960,2011-01-03T21:00:14Z
7552,384974,2011-01-03T17:08:43Z
7552,2459804,2011-01-03T08:51:18Z
7552,1174876,2010-09-24T20:15:37Z
7552,436219,2010-09-19T09:29:42Z
7552,554981,2010-04-15T08:59:36Z
7552,933084,2010-04-14T22:58:44Z
7552,117334,2010-04-14T21:53:48Z
7552,937495,2010-04-14T08:17:54Z
7552,933084,2010-04-13T22:36:03Z
7552,36602,2010-04-13T19:15:12Z
7552,875609,2010-04-13T16:34:48Z
7552,66625,2010-04-13T15:07:52Z
7552,933084,2010-04-13T13:35:32Z
7552,48441,2010-04-13T11:20:51Z
7552,597951,2010-04-13T10:38:00Z
7552,46120,2010-03-21T14:53:42Z
7552,750605,2010-03-21T09:38:16Z
7552,161376,2010-03-20T21:13:24Z
7552,728221,2010-03-20T08:48:05Z
7552,161376,2010-03-20T08:47:15Z
7552,161376,2010-03-20T06:25:17Z
7552,384974,2010-03-19T20:30:31Z
7552,357436,2010-01-10T13:19:23Z
7552,273012,2010-01-10T11:02:44Z
7552,150625,2010-01-09T20:26:08Z
53041,550275,2011-04-17T12:45:23Z
53041,168800,2011-04-16T16:28:07Z
53041,805258,2011-04-16T10:10:51Z
53041,117334,2011-04-15T21:49:56Z
53041,302431,2011-04-15T20:00:38Z
53041,7230675,2011-04-15T14:32:29Z
53041,7231639,2011-04-15T13:19:54Z
53041,7230675,2011-04-15T10:53:02Z
53041,6593972,2011-04-14T18:45:16Z
53041,7225861,2011-04-14T10:37:42Z
53041,60558,2011-04-13T18:46:46Z
53041,218908,2010-07-13T16:59:52Z
53041,600550,2010-07-13T10:38:46Z
53041,195043,2010-04-23T15:26:06Z
53041,995819,2010-04-23T11:57:20Z
53041,385611,2010-04-22T21:33:04Z
53041,950466,2010-04-16T10:48:14Z
53041,554981,2010-04-15T10:51:48Z
53041,554981,2010-04-14T19:51:33Z
53041,306890,2010-04-14T16:54:49Z
53041,117334,2010-04-14T11:54:00Z
53041,36602,2010-04-13T20:41:30Z
53041,98306,2010-04-13T20:41:05Z
53041,168800,2010-04-13T20:09:52Z
53041,208192,2010-02-04T15:43:21Z
53041,499645,2010-02-03T16:36:26Z
12914,46120,2011-06-20T14:02:10Z
12914,36602,2011-06-19T15:54:43Z
12914,46120,2011-06-17T05:54:24Z
12914,46120,2011-05-30T09:55:11Z
12914,1204505,2011-05-29T20:15:52Z
12914,1154155,2011-05-29T15:48:29Z
12914,877899,2011-05-29T11:52:47Z
12914,470678,2011-05-29T10:20:00Z
12914,46120,2011-05-27T05:45:34Z
12914,4672111,2011-04-11T15:51:52Z
12914,3593915,2011-04-11T15:51:32Z
12914,1818280,2011-04-11T15:49:40Z
12914,1390038,2011-04-11T15:49:19Z
12914,3872978,2011-04-11T15:49:10Z
12914,1544619,2011-04-11T15:48:35Z
12914,384748,2011-04-11T15:48:21Z
12914,454842,2011-04-11T15:47:52Z
12914,58839,2011-04-11T15:47:04Z
12914,6695019,2011-04-11T15:44:39Z
12914,6491364,2011-04-11T15:44:28Z
12914,6692889,2011-04-11T15:44:20Z
12914,6402728,2011-04-11T15:43:42Z
12914,7082503,2011-04-11T15:43:24Z
12914,74526,2011-04-11T07:49:28Z
12914,752559,2011-04-11T07:28:03Z
12914,294985,2011-04-11T07:27:49Z
12914,1545751,2011-04-11T07:27:36Z
12914,1390278,2011-04-11T07:27:20Z
12914,285586,2011-04-11T07:27:08Z
12914,6135701,2011-04-11T07:26:54Z
12914,1526564,2011-04-11T07:26:30Z
12914,193003,2011-04-11T07:26:18Z
12914,869085,2011-04-11T07:25:02Z
12914,1526586,2011-04-11T07:24:36Z
12914,418473,2011-04-11T07:24:22Z
12914,953636,2011-04-11T07:24:07Z
12914,4157652,2011-04-11T07:23:53Z
12914,1271792,2011-04-11T07:23:39Z
12914,609083,2011-04-11T07:23:28Z
12914,1266178,2011-04-11T07:23:00Z
12914,1470702,2011-04-11T07:22:41Z
12914,576442,2011-04-11T07:22:27Z
12914,5337170,2011-04-11T07:21:58Z
12914,744727,2011-04-11T07:21:28Z
12914,789037,2011-04-11T07:21:15Z
12914,6449103,2011-04-11T07:21:03Z
12914,578404,2011-04-11T07:20:52Z
12914,6263345,2011-04-11T07:20:29Z
12914,620004,2011-04-11T07:20:18Z
12914,358785,2011-04-11T07:20:07Z
12914,5901452,2011-04-11T07:18:53Z
12914,613891,2011-04-11T07:18:41Z
12914,6393159,2011-04-11T07:18:32Z
12914,1097421,2011-04-11T07:17:58Z
12914,597088,2011-04-11T07:17:45Z
12914,190788,2011-04-11T07:17:35Z
12914,1028201,2011-04-11T07:17:15Z
12914,961133,2011-04-11T07:17:06Z
12914,219041,2011-04-11T07:16:57Z
12914,5161884,2011-04-11T07:16:45Z
12914,6284100,2011-04-11T07:16:28Z
12914,374190,2011-04-11T07:16:18Z
12914,7029764,2011-04-11T07:16:09Z
12914,3376788,2011-04-11T07:15:57Z
12914,374059,2011-04-11T07:15:48Z
12914,1497282,2011-04-11T07:15:39Z
12914,1486917,2011-04-11T07:15:31Z
12914,4310641,2011-04-11T07:15:17Z
12914,1190663,2011-04-11T07:14:53Z
12914,1432341,2011-04-11T07:14:43Z
12914,1525256,2011-04-11T07:14:31Z
12914,954108,2011-04-09T23:03:05Z
12914,6835442,2011-04-09T21:48:29Z
12914,6572872,2011-04-09T21:48:04Z
12914,6518014,2011-04-09T21:47:36Z
12914,1115310,2011-02-12T19:27:25Z
12914,47752,2011-02-09T21:10:51Z
12914,807507,2010-12-17T23:11:16Z
12914,397769,2010-12-17T23:10:53Z
12914,713432,2010-12-17T23:10:43Z
12914,928916,2010-12-17T23:10:02Z
12914,382780,2010-12-17T23:09:42Z
12914,1267003,2010-12-17T23:08:41Z
12914,575971,2010-12-17T23:07:32Z
12914,227957,2010-12-17T23:07:22Z
12914,406591,2010-12-17T23:07:09Z
12914,1052144,2010-12-17T23:06:13Z
12914,714324,2010-12-17T23:06:00Z
12914,789350,2010-12-17T23:05:51Z
12914,139574,2010-12-17T23:05:33Z
12914,2145208,2010-12-17T23:05:24Z
12914,1472489,2010-12-17T23:05:15Z
12914,1198121,2010-12-17T23:05:04Z
12914,1312548,2010-12-17T23:04:53Z
12914,1479391,2010-12-17T23:04:37Z
12914,67646,2010-12-17T23:04:27Z
12914,578730,2010-12-17T23:04:18Z
12914,137090,2010-12-17T23:04:09Z
12914,47254,2010-12-17T23:03:50Z
12914,1258593,2010-12-17T23:03:27Z
12914,476301,2010-12-17T23:03:14Z
12914,1050454,2010-12-17T23:03:04Z
12914,619516,2010-12-17T23:02:33Z
12914,328429,2010-12-17T23:01:07Z
12914,494169,2010-12-17T23:00:52Z
12914,484716,2010-12-17T23:00:42Z
12914,1254364,2010-12-17T23:00:29Z
12914,288691,2010-12-17T22:55:40Z
12914,1577803,2010-12-17T22:55:30Z
12914,55177,2010-12-17T22:55:19Z
12914,571415,2010-12-17T22:55:10Z
12914,864577,2010-12-17T22:54:50Z
12914,1097496,2010-12-17T22:54:15Z
12914,635506,2010-12-17T22:53:51Z
12914,1094895,2010-12-17T22:53:30Z
12914,589298,2010-12-17T22:53:21Z
12914,5436057,2010-12-17T22:52:59Z
12914,1561925,2010-12-17T22:52:48Z
12914,650094,2010-12-17T22:52:02Z
12914,959360,2010-12-17T22:51:31Z
12914,1050512,2010-12-17T22:51:21Z
12914,635042,2010-12-17T22:51:11Z
12914,297209,2010-12-17T22:50:57Z
12914,400762,2010-12-17T22:50:46Z
12914,714302,2010-12-17T22:50:37Z
12914,5133844,2010-12-17T22:49:56Z
12914,4676204,2010-12-17T22:49:42Z
12914,638119,2010-12-17T22:49:21Z
12914,1595199,2010-12-17T22:49:12Z
12914,1300330,2010-12-17T22:48:25Z
12914,368176,2010-12-17T22:47:58Z
12914,1456607,2010-12-17T22:47:29Z
12914,3059451,2010-12-17T22:47:20Z
12914,515648,2010-12-17T22:47:12Z
12914,6501941,2010-12-17T22:47:03Z
12914,679204,2010-12-17T22:46:49Z
12914,1401073,2010-12-17T22:46:38Z
12914,746051,2010-12-17T22:46:06Z
12914,456763,2010-12-17T22:45:52Z
12914,789367,2010-12-17T22:45:42Z
12914,822156,2010-12-17T22:45:10Z
12914,1324984,2010-12-17T22:44:50Z
12914,1139825,2010-12-17T22:44:29Z
12914,1298604,2010-12-17T22:44:15Z
